dasa logo
DASA and CSAB-Special 2025
NITs, IIEST, IIITs, SPAs, Other-GFTIs, and a few other Premier Technical Institutes

  Home
Opening and Closing Ranks
Special Round:
Institute Type:
Institute Name:
Academic Program:
Opening and closing ranks for New (Fresh Allottee) and Upgraded (Seat Upgraded) candidates in the First, Second, and Third rounds of Special Vacant and DASA Seat Filling Rounds.

Note :
1. All ranks are All India CRL Rank.
2. These ranks are based on following types of Candidates.
a) who reported online at PI (Secured admission) in JoSAA round 6 and upgraded the institute/program/category/quota/gender pool in CSAB Special Round.
b) who got fresh allotment in CSAB Special Round.


Institute	Academic Program Name	Quota	Seat Type	Gender	Opening Rank	Closing Rank
National Institute of Technology Raipur	Bio Technology (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	187501	188570
National Institute of Technology Raipur	Bio Technology (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	405470	420397
National Institute of Technology Raipur	Bio Technology (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	69348	76682
National Institute of Technology Raipur	Bio Technology (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	107977	107977
National Institute of Technology Raipur	Bio Technology (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	80055	85132
National Institute of Technology Raipur	Bio Technology (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	84514	92394
National Institute of Technology Raipur	Bio Technology (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	115653	130691
National Institute of Technology Raipur	Bio Technology (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	224979	226706
National Institute of Technology Raipur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	48246	49453
National Institute of Technology Raipur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	52978	53039
National Institute of Technology Raipur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	55992	58135
National Institute of Technology Raipur	Chemical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	169959	169959
National Institute of Technology Raipur	Civil Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	288433	288433
National Institute of Technology Raipur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	58556	62266
National Institute of Technology Raipur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	90479	98068
National Institute of Technology Raipur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	65832	69532
National Institute of Technology Raipur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	107725	107725
National Institute of Technology Raipur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	62734	66347
National Institute of Technology Raipur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	105553	113649
National Institute of Technology Raipur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	187295	187295
National Institute of Technology Raipur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	19015	19015
National Institute of Technology Raipur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	22649	22649
National Institute of Technology Raipur	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	75273	75273
National Institute of Technology Raipur	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Female-only (including Supernumerary)	86329	86329
National Institute of Technology Raipur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	31633	32439
National Institute of Technology Raipur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	46133	46133
National Institute of Technology Raipur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	36081	36081
National Institute of Technology Raipur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	38748	38748
National Institute of Technology Raipur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	67718	67718
National Institute of Technology Raipur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	136973	138062
National Institute of Technology Raipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	62086	62086
National Institute of Technology Raipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	25727	25727
National Institute of Technology Raipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	40359	40359
National Institute of Technology Raipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	28467	28467
National Institute of Technology Raipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	45510	45510
National Institute of Technology Raipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	29784	29784
National Institute of Technology Raipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	50684	51267
National Institute of Technology Raipur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	108372	108372
National Institute of Technology Raipur	Information Technology (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	21066	21492
National Institute of Technology Raipur	Information Technology (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	23277	23277
National Institute of Technology Raipur	Information Technology (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	26033	26404
National Institute of Technology Raipur	Information Technology (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	47822	47822
National Institute of Technology Raipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	107572	107572
National Institute of Technology Raipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	88261	88261
National Institute of Technology Raipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	42881	44332
National Institute of Technology Raipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	65570	73778
National Institute of Technology Raipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	46102	50301
National Institute of Technology Raipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	77938	77938
National Institute of Technology Raipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	50826	52164
National Institute of Technology Raipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	79151	81272
National Institute of Technology Raipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	158398	160888
National Institute of Technology Raipur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	210812	210812
National Institute of Technology Raipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	115082	115082
National Institute of Technology Raipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	SC	Gender-Neutral	332401	371363
National Institute of Technology Raipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	61466	65022
National Institute of Technology Raipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	95257	103435
National Institute of Technology Raipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	67412	71294
National Institute of Technology Raipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	121091	121091
National Institute of Technology Raipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	70463	74576
National Institute of Technology Raipur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	126376	136212
National Institute of Technology Raipur	Mining Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	108275	109141
National Institute of Technology Raipur	Mining Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	130065	136656
National Institute of Technology Raipur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	69901	75766
National Institute of Technology Raipur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	104715	112630
National Institute of Technology Raipur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	77531	79776
National Institute of Technology Raipur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	132148	132148
National Institute of Technology Raipur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	77089	86364
National Institute of Technology Raipur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	140349	141813
National Institute of Technology Raipur	Mining Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	203811	203811
National Institute of Technology Sikkim	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	41892	42422
National Institute of Technology Sikkim	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	44557	49967
National Institute of Technology Sikkim	Civil Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	85760	88502
National Institute of Technology Sikkim	Civil Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	150976	150976
National Institute of Technology Sikkim	Civil Engineering (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	203540	203540
National Institute of Technology Sikkim	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	81729	84897
National Institute of Technology Sikkim	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	148739	148739
National Institute of Technology Sikkim	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	88507	90926
National Institute of Technology Sikkim	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	158977	158977
National Institute of Technology Sikkim	Civil Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	215641	217849
National Institute of Technology Sikkim	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	31754	31754
National Institute of Technology Sikkim	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	37515	41523
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	62569	62569
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	54258	56813
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	64319	65184
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	110065	110065
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	243688	243688
National Institute of Technology Sikkim	Electrical and Electronics Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	245561	245561
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	49155	49155
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	52586	52586
National Institute of Technology Sikkim	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	93631	93631
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	65317	69351
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Female-only (including Supernumerary)	128118	128118
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	60565	64686
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	113163	117323
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	71795	73146
National Institute of Technology Sikkim	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	142957	142957
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	All India	OBC-NCL	Gender-Neutral	119919	119919
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	All India	SC	Gender-Neutral	233850	233850
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	460553	483091
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	741779	741779
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	100308	109600
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	189657	189899
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	113486	113486
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	120439	124447
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	190710	190710
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	251932	251932
National Institute of Technology Arunachal Pradesh	Biosciences and Bioengineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	483828	483828
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	96036	103182
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	155902	177861
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	108205	111262
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	104844	106250
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	181143	181251
National Institute of Technology Arunachal Pradesh	Civil Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	227272	237772
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	78335	78335
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	54807	54807
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	85282	85282
National Institute of Technology Arunachal Pradesh	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	155978	155978
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	383832	383832
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	444277	444277
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	71656	71656
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	96084	96084
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	75591	80224
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	73758	80048
National Institute of Technology Arunachal Pradesh	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	405234	405234
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	349213	349643
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	404165	553460
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	59979	61285
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	86049	86049
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	62609	65206
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	62185	62453
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	134403	134403
National Institute of Technology Arunachal Pradesh	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	351699	364031
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	All India	ST	Gender-Neutral	402536	412452
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	All India	ST	Female-only (including Supernumerary)	608490	739237
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	77187	86699
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	148594	148716
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	95727	95727
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	90703	93910
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	179209	179209
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Female-only (including Supernumerary)	285901	285901
National Institute of Technology Arunachal Pradesh	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	ST	Gender-Neutral	412955	413689
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	45599	45599
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	52655	52916
National Institute of Technology, Jamshedpur	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	51767	51767
National Institute of Technology, Jamshedpur	Computer Science and Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	21192	21192
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	22721	22721
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	24796	24796
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	21757	22129
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	23213	23213
National Institute of Technology, Jamshedpur	Electrical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	55591	55591
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	18343	18343
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	22843	22843
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	15292	15292
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	28273	28273
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	17374	17374
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	35532	35532
National Institute of Technology, Jamshedpur	Electronics and Communication Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	20632	21474
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	61254	61254
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	24397	26960
National Institute of Technology, Jamshedpur	Engineering and Computational Mechanics (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	32425	32425
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	44821	44821
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	31851	32438
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	38924	39438
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	35233	39205
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	65759	65759
National Institute of Technology, Jamshedpur	Mechanical Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	134567	135932
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	70911	70911
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	61774	63211
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	52502	52504
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	71249	71249
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	55324	55324
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	58443	60134
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	101955	101955
National Institute of Technology, Jamshedpur	Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	178223	178223
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Female-only (including Supernumerary)	81009	81009
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	Home State	EWS	Gender-Neutral	86296	86296
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	64335	68691
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	52419	52599
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	90098	90098
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	54428	55373
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Female-only (including Supernumerary)	115784	115784
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	60108	61742
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	97324	99007
National Institute of Technology, Jamshedpur	Production and Industrial Engineering (4 Years, Bachelor of Technology)	Other State	SC	Gender-Neutral	190703	190729
National Institute of Technology, Kurukshetra	Architecture (5 Years, Bachelor of Architecture)	Home State	OPEN	Gender-Neutral	2838	2838
National Institute of Technology, Kurukshetra	Architecture (5 Years, Bachelor of Architecture)	Home State	OPEN	Female-only (including Supernumerary)	2102	2102
National Institute of Technology, Kurukshetra	Architecture (5 Years, Bachelor of Architecture)	Home State	SC	Gender-Neutral	41107	41107
National Institute of Technology, Kurukshetra	Architecture (5 Years, Bachelor of Architecture)	Other State	OBC-NCL	Gender-Neutral	4236	4373
National Institute of Technology, Kurukshetra	Artificial Intelligence and Data Science for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	763820	763820
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	11912	11912
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning (4 Years, Bachelor of Technology)	Other State	OPEN	Female-only (including Supernumerary)	21208	21208
National Institute of Technology, Kurukshetra	Artificial Intelligence and Machine Learning for DASA-CIWG (4 Years, Bachelor of Technology)	DASA-CIWG	OPEN	Gender-Neutral	586946	586946
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OPEN	Gender-Neutral	47119	47119
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Gender-Neutral	59070	59972
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	Home State	OBC-NCL	Female-only (including Supernumerary)	102155	102155
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OPEN	Gender-Neutral	42633	42633
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	Other State	EWS	Gender-Neutral	45529	45529
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Gender-Neutral	47265	48857
National Institute of Technology, Kurukshetra	Civil Engineering (4 Years, Bachelor of Technology)	Other State	OBC-NCL	Female-only (including Supernumerary)	85012	85012
